,time,steps,episodes,episode_steps,learning_agent_steps,episode_reward,mean_episode_reward,median_episode_reward,win_state
0,2.305932033061981,3599,1,3599,2564,7.299999999999991,7.299999999999991,7.299999999999991,1
0,4.373565606276194,6676,2,3077,1991,7.499999999999989,7.39999999999999,7.39999999999999,0
0,5.747630075613658,8922,3,2246,1834,0.0,4.9333333333333265,7.299999999999991,0
0,7.274995656808217,11409,4,2487,1587,5.399999999999997,5.049999999999994,6.349999999999994,0
0,8.734599947929382,14035,5,2626,2276,0.0,4.039999999999995,5.399999999999997,0
0,10.753730960687001,17384,6,3349,2162,10.599999999999978,5.133333333333326,6.349999999999994,0
0,13.042657256126404,20653,7,3269,1788,9.499999999999982,5.757142857142848,7.299999999999991,0
0,13.910889307657877,22513,8,1860,250,0.0,5.037499999999992,6.349999999999994,0
0,15.479775528113047,25287,9,2774,2395,0.0,4.477777777777771,5.399999999999997,0
0,17.378177615006766,28473,10,3186,2039,8.599999999999987,4.889999999999992,6.349999999999994,0
0,19.744467294216157,31949,11,3476,2532,4.500000000000001,4.854545454545447,5.399999999999997,1
0,21.770376459757486,35282,12,3333,1889,11.699999999999974,5.424999999999991,6.349999999999994,0
0,23.467372067769368,38205,13,2923,2041,10.79999999999998,5.838461538461529,7.299999999999991,0
0,24.726182866096497,40523,14,2318,1947,0.0,5.421428571428563,6.349999999999994,0
0,25.750414236386618,42390,15,1867,1225,1.8000000000000005,5.179999999999992,5.399999999999997,0
0,26.79257690111796,44226,16,1836,1350,0.0,4.856249999999992,4.949999999999999,0
0,28.76990133523941,47048,17,2822,1789,8.699999999999985,5.082352941176462,5.399999999999997,0
0,30.487233046690623,49829,18,2781,1989,4.4,5.044444444444437,4.949999999999999,0
0,31.92765254577001,52399,19,2570,895,3.700000000000002,4.973684210526309,4.500000000000001,0
0,33.25301348765691,54825,20,2426,1703,0.0,4.724999999999993,4.450000000000001,0
0,34.44385459423065,56944,21,2119,1486,2.0000000000000004,4.59523809523809,4.4,0
0,35.95963620742162,59582,22,2638,2241,0.0,4.3863636363636305,4.050000000000001,0
0,37.271751101811724,61828,23,2246,1347,3.0000000000000013,4.326086956521734,3.700000000000002,0
0,38.912339158852895,64759,24,2931,2511,0.0,4.145833333333328,3.3500000000000014,0
0,40.76523775657018,68120,25,3361,2313,6.199999999999994,4.227999999999994,3.700000000000002,0
0,41.96245580116908,70215,26,2095,1332,2.800000000000001,4.173076923076918,3.3500000000000014,0
0,43.98893053531647,73226,27,3011,2277,3.600000000000002,4.151851851851847,3.600000000000002,0
0,45.24616606632868,75586,28,2360,1984,0.0,4.003571428571424,3.3000000000000016,0
0,46.644644900163016,78268,29,2682,2235,0.0,3.8655172413793055,3.0000000000000013,0
0,47.56131766239802,79830,30,1562,945,11.399999999999984,4.116666666666662,3.3000000000000016,2
0,49.917822086811064,83429,31,3599,2492,19.0,4.596774193548383,3.600000000000002,1
0,51.424265972773235,85829,32,2400,1934,0.30000000000000004,4.462499999999995,3.3000000000000016,0
0,52.77060913642247,87876,33,2047,1721,0.0,4.327272727272723,3.0000000000000013,0
0,54.337405602137245,90763,34,2887,2455,0.7,4.220588235294112,2.9000000000000012,0
0,55.76820413271586,93456,35,2693,2061,2.400000000000001,4.168571428571424,2.800000000000001,0
0,57.11850404342015,95653,36,2197,1629,2.700000000000001,4.127777777777773,2.750000000000001,0
0,57.94258275826772,97156,37,1503,963,0.1,4.018918918918914,2.700000000000001,0
0,59.28832898139954,99318,38,2162,1734,0.0,3.9131578947368375,2.5500000000000007,0
0,61.093481330076855,102051,39,2733,1653,10.19999999999998,4.07435897435897,2.700000000000001,0
0,62.74307635625203,104749,40,2698,2379,0.0,3.9724999999999957,2.5500000000000007,0
0,64.67066318194071,107764,41,3015,2009,3.2000000000000015,3.9536585365853614,2.700000000000001,0
0,66.18908575773239,110465,42,2701,2237,0.0,3.859523809523805,2.5500000000000007,0
0,67.92313307523727,113282,43,2817,1708,12.699999999999973,4.065116279069763,2.700000000000001,0
0,69.45064345995586,116135,44,2853,2293,0.0,3.9727272727272678,2.5500000000000007,0
0,70.58514353831609,118137,45,2002,1399,0.0,3.8844444444444397,2.400000000000001,0
0,71.29092793862024,119352,46,1215,740,9.099999999999994,3.997826086956517,2.5500000000000007,2
0,73.88465429147085,122951,47,3599,2462,15.499999999999964,4.242553191489356,2.700000000000001,1
0,75.32214448054631,125686,48,2735,2115,2.700000000000001,4.210416666666662,2.700000000000001,0
0,77.04524667263031,128338,49,2652,1839,0.0,4.124489795918363,2.700000000000001,0
0,78.09287810722986,130271,50,1933,1424,0.0,4.041999999999995,2.5500000000000007,0
0,79.61845480600992,133001,51,2730,2337,0.0,3.962745098039211,2.400000000000001,0
0,81.22626300255457,135706,52,2705,2347,0.0,3.886538461538457,2.2000000000000006,0
0,82.28156718413035,137658,53,1952,184,0.0,3.813207547169807,2.0000000000000004,0
0,83.99519810676574,140244,54,2586,1956,2.800000000000001,3.7944444444444403,2.2000000000000006,0
