,time,steps,episodes,episode_steps,learning_agent_steps,episode_reward,mean_episode_reward,median_episode_reward,win_state
0,49.60518091519673,93414,35,2081,917,0.0,6.799999999999991,7.39999999999999,0
0,50.44027270078659,94978,36,1564,945,12.199999999999985,6.949999999999991,7.549999999999989,2
0,51.99381662209829,97673,37,2695,1498,10.19999999999998,7.037837837837828,7.699999999999989,0
0,53.599599687258404,100859,38,3186,1564,4.699999999999999,6.9763157894736745,7.549999999999989,0
0,55.175447384516396,103778,39,2919,1620,6.5999999999999925,6.966666666666656,7.39999999999999,0
0,56.51773548126221,106401,40,2623,1238,8.799999999999986,7.012499999999991,7.549999999999989,0
0,57.75508054494858,108916,41,2515,1288,18.99999999999997,7.30487804878048,7.699999999999989,2
0,59.00954548915227,111262,42,2346,1307,11.999999999999973,7.416666666666659,7.699999999999989,0
0,60.37516621351242,113854,43,2592,1454,3.0000000000000013,7.313953488372085,7.699999999999989,0
0,62.07293014129003,116827,44,2973,1839,1.9000000000000004,7.1909090909090825,7.549999999999989,0
0,63.85893797477086,120247,45,3420,1932,12.599999999999973,7.311111111111102,7.699999999999989,1
0,65.01297636826833,122425,46,2178,1175,9.299999999999992,7.354347826086948,7.699999999999989,0
0,66.15903190771739,124520,47,2095,1193,6.899999999999992,7.3446808510638215,7.699999999999989,0
0,67.93109123309453,128119,48,3599,1103,8.299999999999988,7.364583333333324,7.699999999999989,1
0,69.28562957048416,130715,49,2596,1381,10.69999999999998,7.43265306122448,7.6999999999999895,0
0,70.50610462427139,133072,50,2357,1318,10.09999999999998,7.48599999999999,7.749999999999989,0
0,72.29640642007192,136226,51,3154,1879,5.699999999999996,7.450980392156853,7.6999999999999895,0
0,73.62568186124166,138869,52,2643,1464,11.399999999999975,7.526923076923067,7.749999999999989,0
0,74.83784034649531,141697,53,2828,1575,8.599999999999985,7.547169811320744,7.799999999999988,0
0,75.74941530625026,144116,54,2419,1339,8.399999999999988,7.562962962962952,7.849999999999991,0
0,76.65094974040986,147046,55,2930,1206,6.199999999999994,7.538181818181807,7.799999999999988,0
0,77.42101124922435,149437,56,2391,1155,16.899999999999963,7.705357142857132,7.849999999999991,2
0,78.17809176445007,151921,57,2484,1369,8.499999999999986,7.7192982456140244,7.899999999999993,0
0,79.01543049414953,154524,58,2603,1447,9.799999999999981,7.755172413793092,8.09999999999999,0
0,79.80150159200032,156842,59,2318,1225,8.499999999999986,7.76779661016948,8.299999999999986,0
0,80.51752095222473,159130,60,2288,1186,14.999999999999973,7.888333333333322,8.299999999999986,2
0,81.5629671017329,162172,61,3042,1748,4.799999999999999,7.8377049180327765,8.299999999999986,0
0,82.2932050983111,164456,62,2284,1197,16.999999999999964,7.98548387096773,8.299999999999986,2
0,83.45906487703323,168052,63,3596,1957,10.799999999999981,8.030158730158718,8.299999999999988,1
0,84.2395167072614,170425,64,2373,1327,6.099999999999994,7.9999999999999885,8.299999999999986,0
0,84.9694681207339,172659,65,2234,1208,7.199999999999991,7.9876923076922965,8.299999999999986,0
0,86.0570654908816,176094,66,3435,1917,4.8999999999999995,7.940909090909079,8.09999999999999,1
0,87.01660483280817,179186,67,3092,1613,16.999999999999975,8.076119402985062,8.299999999999986,0
0,87.54984785715739,180913,68,1727,1047,14.79999999999997,8.174999999999988,8.299999999999986,2
0,88.3136373758316,183310,69,2397,1320,8.799999999999986,8.18405797101448,8.299999999999988,0
0,88.79517854452133,184979,70,1669,881,11.699999999999987,8.2342857142857,8.349999999999987,2
0,89.49404176473618,187319,71,2340,1285,7.799999999999988,8.228169014084493,8.299999999999988,0
0,90.18806543747584,189707,72,2388,1309,10.19999999999998,8.255555555555544,8.349999999999987,0
