,time,steps,episodes,episode_steps,learning_agent_steps,episode_reward,mean_episode_reward,median_episode_reward,win_state
0,0.941386878490448,3599,1,3599,1859,20.30000000000001,20.30000000000001,20.30000000000001,1
0,1.6234028617540994,6192,2,2593,1335,7.699999999999989,14.0,14.0,0
0,2.2233686327934263,8492,3,2300,1437,0.8999999999999999,9.633333333333333,7.699999999999989,0
0,2.9321338216463726,11137,4,2645,1480,4.699999999999999,8.399999999999999,6.199999999999994,0
0,3.6508116165796918,13782,5,2645,1318,13.899999999999967,9.499999999999991,7.699999999999989,0
0,4.343875690301259,16205,6,2423,1309,11.799999999999976,9.883333333333322,9.749999999999982,0
0,5.3773431301116945,19798,7,3593,1776,8.499999999999988,9.685714285714274,8.499999999999988,1
0,6.155303339163463,22552,8,2754,1480,11.199999999999976,9.87499999999999,9.849999999999982,0
0,6.871285967032114,25173,9,2621,1461,7.49999999999999,9.6111111111111,8.499999999999988,0
0,7.450044469038645,27336,10,2163,1196,10.499999999999982,9.699999999999989,9.499999999999986,0
0,8.024895286560058,29570,11,2234,1197,10.199999999999982,9.745454545454534,10.199999999999982,0
0,8.903945283095043,32985,12,3415,2384,0.7,8.991666666666656,9.349999999999984,1
0,9.673420862356823,35676,13,2691,1513,9.599999999999984,9.038461538461528,9.599999999999984,0
0,10.46414806842804,38589,14,2913,1512,9.499999999999984,9.07142857142856,9.549999999999983,0
0,11.304651280244192,41878,15,3289,2309,0.30000000000000004,8.486666666666656,9.499999999999984,0
0,12.079744835694632,44910,16,3032,1244,6.599999999999993,8.368749999999988,8.999999999999986,0
0,12.715688904126486,47843,17,2933,1040,4.999999999999998,8.170588235294106,8.499999999999988,0
0,13.143566250801086,49872,18,2029,316,0.7,7.755555555555544,8.099999999999987,0
0,13.803218408425648,52460,19,2588,1352,7.29999999999999,7.731578947368409,7.699999999999989,0
0,14.563222467899323,55405,20,2945,1690,5.4999999999999964,7.619999999999989,7.599999999999989,0
0,14.945585517088572,57082,21,1677,289,0.0,7.2571428571428465,7.49999999999999,0
0,15.641474497318267,60262,22,3180,1076,3.2000000000000015,7.0727272727272625,7.39999999999999,0
0,16.100553317864737,62178,23,1916,1139,15.99999999999997,7.46086956521738,7.49999999999999,2
0,16.90690352121989,65338,24,3160,1292,4.7,7.345833333333324,7.39999999999999,0
0,17.412684190273286,67201,25,1863,1118,15.99999999999997,7.69199999999999,7.49999999999999,2
0,18.18812144200007,69757,26,2556,1452,7.799999999999988,7.696153846153836,7.599999999999989,0
0,18.977367281913757,72858,27,3101,1557,3.900000000000002,7.5555555555555465,7.49999999999999,0
0,19.39133107662201,74870,28,2012,238,0.0,7.285714285714277,7.39999999999999,0
0,20.093099919954934,77546,29,2676,1418,15.899999999999963,7.582758620689645,7.49999999999999,0
0,20.85177745024363,80526,30,2980,1733,6.499999999999993,7.546666666666656,7.39999999999999,0
0,21.533398616313935,83175,31,2649,1472,10.999999999999979,7.658064516129022,7.49999999999999,0
0,22.17385332187017,85585,32,2410,1358,8.999999999999984,7.6999999999999895,7.599999999999989,0
0,22.78826575279236,87919,33,2334,1837,0.0,7.466666666666656,7.49999999999999,0
0,23.39100073973338,90276,34,2357,1300,6.499999999999993,7.4382352941176375,7.39999999999999,0
0,24.088982927799226,92900,35,2624,1369,8.299999999999988,7.462857142857133,7.49999999999999,0
0,24.754332554340362,95497,36,2597,1320,6.5999999999999925,7.4388888888888784,7.39999999999999,0
0,25.445753745237987,98011,37,2514,1400,10.299999999999981,7.516216216216205,7.49999999999999,0
0,26.133114647865295,100394,38,2383,1192,16.499999999999964,7.752631578947356,7.599999999999989,2
0,26.813853033383687,102757,39,2363,1345,8.199999999999989,7.764102564102552,7.699999999999989,0
0,27.667083060741426,105597,40,2840,1409,7.69999999999999,7.762499999999989,7.6999999999999895,0
0,28.44946285088857,108681,41,3084,1223,9.699999999999982,7.809756097560964,7.69999999999999,0
0,29.217372719446818,111451,42,2770,1562,9.799999999999981,7.857142857142845,7.749999999999989,0
0,29.976086862881978,114267,43,2816,1610,13.39999999999997,7.986046511627895,7.799999999999988,0
0,30.38262363274892,115763,44,1496,905,11.699999999999985,8.070454545454533,7.9999999999999885,2
0,31.293912943204244,118901,45,3138,2174,1.4000000000000001,7.922222222222209,7.799999999999988,0
0,32.08293907245,121754,46,2853,1489,6.199999999999994,7.884782608695639,7.749999999999989,0
0,32.787829772631326,124283,47,2529,1427,7.499999999999989,7.876595744680839,7.69999999999999,0
0,33.48968560298284,126732,48,2449,1285,11.29999999999998,7.9479166666666545,7.749999999999989,0
0,34.03161671559016,128664,49,1932,1164,16.99999999999997,8.132653061224477,7.799999999999988,2
0,34.82776978810628,131541,50,2877,1511,8.499999999999986,8.139999999999988,7.9999999999999885,0
0,35.48432398637136,133942,51,2401,1236,11.399999999999979,8.20392156862744,8.199999999999989,0
0,36.214192390441895,136507,52,2565,1432,7.699999999999989,8.194230769230758,7.9999999999999885,0
0,36.72218015193939,138424,53,1917,1153,13.899999999999977,8.301886792452818,8.199999999999989,2
0,37.49868988196055,141220,54,2796,1660,7.799999999999989,8.292592592592582,7.999999999999989,0
0,38.29058069785436,144000,55,2780,1422,9.799999999999981,8.319999999999988,8.199999999999989,0
0,38.894176081816354,146321,56,2321,1263,3.700000000000002,8.237499999999986,7.999999999999989,0
0,39.71637721061707,149304,57,2983,1486,12.499999999999972,8.312280701754373,8.199999999999989,0
0,40.37710866928101,151727,58,2423,1799,0.0,8.168965517241366,7.999999999999989,0
0,40.93445998827617,154284,59,2557,597,1.7000000000000004,8.059322033898292,7.799999999999989,0
0,41.53208349148432,156686,60,2402,1294,10.699999999999982,8.103333333333321,7.999999999999989,0
0,42.23402253389359,159414,61,2728,1312,9.499999999999984,8.126229508196708,8.199999999999989,0
0,42.91895713408788,162054,62,2640,1461,9.099999999999985,8.141935483870956,8.24999999999999,0
0,43.92526083389918,165653,63,3599,2031,10.79999999999998,8.184126984126971,8.299999999999988,1
0,44.4233630100886,167425,64,1772,959,14.199999999999976,8.278124999999987,8.399999999999988,2
0,45.049695265293124,169837,65,2412,1338,8.999999999999986,8.289230769230755,8.499999999999986,0
0,45.56770673195521,171751,66,1914,1034,17.499999999999964,8.428787878787865,8.499999999999986,2
0,46.23088013728459,174314,67,2563,1477,10.599999999999978,8.461194029850734,8.499999999999988,0
0,46.89451191027959,176885,68,2571,1441,5.899999999999995,8.423529411764694,8.499999999999986,0
0,47.31567173401515,178395,69,1510,941,11.599999999999985,8.469565217391292,8.499999999999988,2
0,47.77133773962657,180062,70,1667,1013,13.699999999999978,8.544285714285701,8.749999999999986,2
0,48.4580868323644,182597,71,2535,1193,18.99999999999998,8.691549295774635,8.999999999999984,2
0,49.37027978897095,186160,72,3563,2302,2.600000000000001,8.60694444444443,8.749999999999986,1
0,49.84979300896327,187860,73,1700,1044,13.19999999999998,8.669863013698615,8.999999999999984,2
