time,steps,episodes,episode_steps,learning_agent_steps,episode_reward,mean_episode_reward,median_episode_reward,win_state,epsilon
1.2778226455052695,1677,1,1677,193,0.0,0.0,0.0,0,0.988609375
1.6282582879066467,2182,1,2182,1204,7.499999999999991,7.499999999999991,7.499999999999991,0,0.9877943575
2.197925504048665,2202,1,2202,1240,7.19999999999999,7.19999999999999,7.19999999999999,0,0.98777945
1.7425225973129272,2244,1,2244,1282,8.199999999999989,8.199999999999989,8.199999999999989,0,0.9877640974999999
2.395263171195984,2314,1,2314,1442,0.1,0.1,0.1,0,0.9876279275
2.2337157487869264,2411,1,2411,1375,5.899999999999995,5.899999999999995,5.899999999999995,0,0.98758632
2.0919557332992555,2933,2,1256,1254,0.0,0.0,0.0,0,0.98752313
2.318168123563131,2886,1,2886,1638,4.6,4.6,4.6,0,0.9870082649999999
2.5625268697738646,3011,1,3011,1798,4.999999999999998,4.999999999999998,4.999999999999998,0,0.9869395125
3.513844887415568,4492,2,2248,1240,8.999999999999986,8.599999999999987,8.599999999999987,0,0.9854087125
3.4485742688179015,4427,2,2245,1257,7.59999999999999,7.54999999999999,7.54999999999999,0,0.9853864625
4.037741839885712,4620,2,2418,1260,7.799999999999989,7.499999999999989,7.499999999999989,0,0.985367105
4.167679889996847,4524,2,2210,1211,8.499999999999991,4.299999999999995,4.299999999999995,0,0.98533284
4.253582755724589,5220,2,2209,1217,6.699999999999992,5.849999999999995,5.849999999999995,0,0.98487093
4.318187654018402,5692,3,2759,1667,3.600000000000002,1.2000000000000006,0.0,0,0.98466267
4.548009375731151,5307,2,2896,1620,6.599999999999994,6.249999999999995,6.249999999999995,0,0.9846121624999999
4.410007003943125,5463,2,2577,1476,10.499999999999979,7.549999999999989,7.549999999999989,0,0.9844185875
5.727375960350036,6760,3,2140,1154,8.699999999999987,7.899999999999989,7.799999999999989,0,0.9833083125
5.409141953786214,6840,3,2413,1368,7.699999999999989,7.59999999999999,7.59999999999999,0,0.9830279625
6.103963581720988,6973,3,2449,1334,7.19999999999999,5.26666666666666,7.19999999999999,0,0.9829732275
5.8010631958643595,7512,3,3020,1206,3.3000000000000016,6.833333333333325,8.199999999999989,0,0.9826670675
6.097601703802744,7999,4,2307,1316,6.899999999999992,2.6249999999999987,1.800000000000001,0,0.9825722825
6.193222486972809,7619,3,2399,1340,6.499999999999994,6.066666666666662,6.499999999999994,0,0.9825713925
6.45251054763794,7820,3,2513,1321,2.9000000000000012,5.13333333333333,5.899999999999995,0,0.9824116375
6.291831755638123,7771,3,2308,1311,8.199999999999987,7.766666666666655,8.199999999999987,0,0.9822825875
6.474707504113515,8448,4,1608,210,0.0,5.699999999999992,7.54999999999999,0,0.9818700725
7.155249559879303,8914,4,2154,327,0.2,5.974999999999992,7.499999999999989,0,0.98173101
7.73981636762619,9143,4,2170,1193,5.999999999999995,5.449999999999994,6.5999999999999925,0,0.9809791825
7.484581315517426,9701,4,2189,1036,0.0,5.124999999999994,5.749999999999995,0,0.980585135
8.082394663492838,10319,5,1405,1404,0.0,4.779999999999993,7.19999999999999,0,0.98042271
7.919750924905141,10315,5,2316,1282,7.39999999999999,3.579999999999997,3.600000000000002,0,0.980265625
8.033241061369578,10056,4,2437,1430,6.299999999999994,6.124999999999995,6.399999999999993,0,0.98024026
8.401197604338329,10472,4,2652,1512,8.399999999999988,5.949999999999995,6.249999999999995,0,0.97981751
8.18247698545456,10302,4,2531,1439,5.599999999999996,7.224999999999991,6.8999999999999915,0,0.979743195
8.138013911247253,10663,5,2215,1270,7.999999999999989,6.159999999999991,7.59999999999999,0,0.9795516224999999
9.558064448833466,11553,5,2410,1759,0.0,4.359999999999995,5.999999999999995,0,0.9784195425
9.71212966442108,12495,6,2176,1164,6.799999999999992,5.11666666666666,6.999999999999991,0,0.9781325175
9.69494152466456,12545,6,2230,1257,5.799999999999995,3.949999999999997,4.699999999999998,0,0.97779454
9.732708744208018,12529,5,2828,1683,7.099999999999991,5.519999999999993,7.099999999999991,0,0.9775377749999999
9.903187930583954,12978,6,2315,1344,7.599999999999989,6.3999999999999915,7.599999999999989,0,0.97716887
10.289077003796896,13077,5,3021,1714,4.799999999999999,5.859999999999995,6.299999999999994,0,0.9771512925
10.147967608769735,12776,5,2474,1415,8.199999999999989,7.41999999999999,8.199999999999987,0,0.9770983375
10.689381468296052,13498,5,3026,1838,4.100000000000001,5.5799999999999965,5.899999999999995,0,0.97668293
11.231630341211956,13817,6,2264,1304,7.299999999999991,4.849999999999994,6.5999999999999925,0,0.976190315
11.507026263078053,14849,7,2354,1347,3.3000000000000016,4.857142857142852,6.799999999999992,0,0.9757459825
11.439953835805257,14812,7,2267,1256,6.5999999999999925,4.328571428571425,5.799999999999995,0,0.9755021225
11.39430911540985,14759,6,2230,1223,7.899999999999988,5.91666666666666,7.499999999999989,0,0.9753247899999999
11.552787403265635,15159,7,2181,1238,8.699999999999985,6.72857142857142,7.59999999999999,0,0.975078705
11.88712410926819,15068,6,2292,1318,7.999999999999988,7.516666666666656,8.099999999999987,0,0.9748853525
12.084860022862753,15429,6,2352,1337,5.699999999999996,5.833333333333329,5.999999999999995,0,0.9748751175
12.788045994440715,16218,6,2720,1188,5.4999999999999964,5.566666666666663,5.699999999999996,0,0.974064995
13.18607503970464,17074,8,2225,1225,8.099999999999987,5.262499999999993,6.999999999999991,0,0.97363023
13.313473546504975,16778,7,2961,1330,4.100000000000001,4.742857142857138,5.999999999999995,0,0.973587065
13.193842498461406,17054,7,2295,1331,11.399999999999977,6.69999999999999,7.899999999999988,0,0.9729923225
13.25459242661794,17407,8,2248,1308,6.699999999999992,6.724999999999991,7.599999999999989,0,0.9728076475
13.633478478590648,17780,8,2968,1768,7.999999999999988,4.787499999999995,6.199999999999994,0,0.9726785975
13.775896843274435,17677,7,2248,1281,7.799999999999989,6.1142857142857086,6.299999999999994,0,0.9726145174999999
13.599665216604869,17230,7,2162,1222,9.099999999999984,7.742857142857131,8.199999999999987,0,0.97259427
14.50957837899526,18450,7,2232,1282,7.999999999999988,5.914285714285709,5.899999999999995,0,0.97171406
14.826379243532816,18834,8,2056,1189,5.599999999999997,4.849999999999996,5.799999999999995,0,0.9715589775
14.88057698806127,19329,9,2255,1294,8.09999999999999,5.57777777777777,7.19999999999999,0,0.9713493825
14.999826657772065,19405,8,2351,1413,5.4999999999999964,6.549999999999991,7.499999999999989,0,0.970573525
15.107216433684032,19712,9,2305,1302,7.399999999999991,6.799999999999991,7.599999999999989,0,0.97036749
15.48849558432897,20210,9,2430,1384,7.9999999999999885,5.144444444444439,6.5999999999999925,0,0.97024467
15.634213964144388,20039,8,2362,1351,5.599999999999996,6.0499999999999945,5.999999999999995,0,0.9701888224999999
15.636832896868388,19727,8,2497,1412,7.9999999999999885,7.774999999999989,8.099999999999987,0,0.96993851
15.808388392130533,20739,9,1334,104,0.0,5.822222222222214,7.099999999999991,0,0.9696922025
16.32158368031184,20863,8,2413,1400,6.899999999999992,6.037499999999994,6.249999999999995,0,0.9695502475
16.543091324965157,21037,9,2203,1228,8.699999999999985,5.277777777777773,5.999999999999995,0,0.96951665
16.822937794526418,21842,9,1803,163,0.0,5.377777777777773,5.699999999999996,0,0.9687830675
17.192190237840016,22438,10,3109,1931,4.699999999999999,5.489999999999993,6.999999999999991,0,0.9685120625
16.963161369164784,22206,10,2494,1433,6.699999999999992,6.78999999999999,7.54999999999999,0,0.9680679525
17.373302733898164,22005,9,2278,1290,6.699999999999992,7.655555555555545,7.9999999999999885,0,0.96777047
17.63594580888748,23164,10,2425,1374,7.299999999999991,5.969999999999992,7.19999999999999,0,0.9673056675
18.2078196088473,23269,10,2232,1292,7.49999999999999,5.499999999999995,6.5999999999999925,0,0.9672878675
17.852315620581308,23173,10,2963,1864,7.099999999999991,5.339999999999994,6.749999999999993,0,0.9672696225
18.39781483809153,23490,9,2627,1562,7.39999999999999,6.188888888888883,6.599999999999994,0,0.9667498625
18.44848286708196,24059,10,2217,1110,4.100000000000001,5.249999999999996,5.649999999999996,0,0.9665743099999999
18.920547747611998,24758,11,2320,1338,5.899999999999995,5.52727272727272,6.799999999999992,0,0.9661896074999999
18.971571306387585,24038,10,2033,1266,0.1,6.89999999999999,7.999999999999988,0,0.9656366949999999
19.320552790164946,25353,11,2189,1220,8.499999999999988,6.199999999999991,7.299999999999991,0,0.96499901
19.884685707092284,25409,11,2140,1172,8.499999999999988,5.772727272727267,7.19999999999999,0,0.964992335
19.31213332414627,25373,11,3167,2197,3.0000000000000013,6.445454545454537,7.499999999999991,0,0.964897995
19.65914253393809,25384,11,2211,1270,7.299999999999992,5.518181818181811,6.899999999999992,0,0.9648029875
20.303947858015697,25948,10,2458,1410,7.49999999999999,6.319999999999994,6.749999999999993,0,0.9642035725
20.569545475641885,26888,12,2130,1332,0.0,5.06666666666666,6.349999999999993,0,0.9639570425
20.473692842324574,26606,11,2547,1379,8.299999999999988,5.527272727272723,5.699999999999996,0,0.9638226525
21.132541116078695,26908,11,2870,1892,3.900000000000002,6.627272727272719,7.999999999999988,0,0.9625864425
21.64893366495768,27768,12,2359,1353,6.299999999999994,5.81666666666666,6.749999999999992,0,0.9625214725
21.0953471660614,27584,12,2231,1270,7.19999999999999,6.283333333333324,7.249999999999991,0,0.9625143525
22.125946712493896,28377,11,2429,1357,8.299999999999988,6.499999999999994,6.899999999999992,0,0.9615602725
21.669366749127708,28570,12,3197,2286,0.1,5.916666666666658,7.44999999999999,0,0.96154848
22.285757370789845,29137,13,2249,1235,0.0,4.676923076923071,5.899999999999995,0,0.96148796
22.062102802594502,28645,12,3261,2225,2.600000000000001,5.274999999999994,6.749999999999993,0,0.9614147574999999
22.207246510187783,28852,12,2246,1202,0.0,5.066666666666662,5.649999999999996,0,0.9613564625
23.056473247210185,30198,13,1346,1344,0.0,4.676923076923073,5.599999999999996,0,0.9600688549999999
23.077230854829153,30115,13,2531,1786,2.800000000000001,6.0153846153846064,7.19999999999999,0,0.959646105
23.371073468526205,29864,12,2956,1571,7.099999999999992,6.666666666666658,7.54999999999999,0,0.9593793275
23.936487690607706,30610,13,2842,1454,5.599999999999996,5.799999999999994,6.299999999999994,0,0.9592876575
23.88997756242752,30626,12,2249,1272,7.799999999999988,6.608333333333326,7.1499999999999915,0,0.959138805
24.106235281626383,31381,14,2244,1251,6.699999999999992,4.821428571428565,6.299999999999994,0,0.958982165
23.847421618302665,30853,13,2208,1241,8.799999999999985,5.546153846153839,6.899999999999992,0,0.95895235
23.71235318183899,31132,13,2562,1455,6.5999999999999925,5.969230769230761,7.399999999999991,0,0.958737415
24.784842824935915,32507,14,2309,1330,7.399999999999995,4.8714285714285674,5.649999999999996,0,0.9578307275
24.782476723194122,32352,14,1499,185,0.0,5.149999999999993,6.749999999999993,0,0.95773038
24.80715177456538,32371,14,2256,1288,6.799999999999998,6.071428571428563,7.149999999999991,0,0.9574130949999999
25.557232014338176,32821,14,2211,1267,8.999999999999986,6.028571428571422,6.749999999999992,0,0.95714387
25.107104241847992,32177,13,2313,1345,7.799999999999989,6.753846153846145,7.799999999999989,0,0.957119395
25.64613982439041,33048,13,2422,1437,8.699999999999987,6.769230769230761,7.39999999999999,0,0.9567155575
25.570881231625876,33608,15,1256,1254,0.0,4.80666666666666,6.5999999999999925,0,0.9565526875
25.933440430959067,33697,15,2316,1303,6.299999999999994,4.919999999999994,6.299999999999994,0,0.9564338725
25.382764649391174,33376,14,2244,1310,7.899999999999989,6.107142857142849,7.44999999999999,0,0.956424305
26.409396521250407,34711,15,2204,1242,7.39999999999999,5.039999999999996,5.699999999999996,0,0.9555185075
26.588063422838847,34762,15,2391,1363,5.899999999999995,6.059999999999992,7.099999999999991,0,0.9549377824999999
27.31100302139918,35210,15,2389,1338,14.299999999999969,6.579999999999992,7.19999999999999,0,0.9547175075
27.271891713142395,35129,14,2952,1507,5.599999999999996,6.671428571428563,7.44999999999999,0,0.954206425
27.663245415687562,36019,16,2322,1317,7.59999999999999,5.087499999999994,6.499999999999993,0,0.9541881799999999
27.21686757405599,35801,15,2425,1321,7.099999999999992,6.173333333333326,7.399999999999991,0,0.9540491175
27.773585617542267,35802,14,2754,1550,7.099999999999992,6.792857142857136,7.249999999999991,0,0.953928745
27.930613990624746,36721,16,3113,1957,4.100000000000001,4.762499999999995,6.199999999999994,0,0.9534764025
28.401764929294586,37227,16,2516,1495,7.399999999999991,5.187499999999995,5.999999999999995,0,0.95302584
28.916207905610403,37599,16,2389,570,0.2,6.1812499999999915,6.749999999999992,0,0.952703215
28.393770404656728,37117,16,2355,1353,6.5999999999999925,6.093749999999993,6.949999999999994,0,0.9526558225
29.503356877962748,38338,17,2319,1300,7.899999999999989,5.252941176470582,6.699999999999992,0,0.951953835
29.032316239674888,38067,16,2266,1301,1.8000000000000005,5.899999999999993,7.249999999999991,0,0.9518445875
29.577204783757526,38110,15,2308,1306,9.399999999999983,6.966666666666658,7.39999999999999,0,0.951742015
29.33252828915914,38660,17,1543,104,0.0,5.735294117647052,6.799999999999998,0,0.951572915
29.614964401721956,38097,15,2968,1917,3.700000000000002,6.473333333333326,7.099999999999992,0,0.9512349375
29.774804365634918,39156,17,2435,1410,4.5,4.747058823529407,5.799999999999995,0,0.95114616
30.16940321922302,39614,17,2387,1320,4.200000000000001,5.1294117647058775,5.699999999999996,0,0.950652655
30.633422084649403,39934,17,2335,1333,6.299999999999994,6.188235294117639,6.299999999999994,0,0.9503436025
30.14459456205368,39988,18,1328,1327,0.0,5.416666666666661,6.699999999999996,0,0.9502319075
31.32189124027888,40815,18,2477,1501,5.699999999999996,5.2777777777777715,6.499999999999993,0,0.9492339949999999
30.795181822776794,40237,17,2170,1247,6.699999999999993,5.947058823529405,7.099999999999992,0,0.9491914975
31.313707272211712,40508,16,2398,1390,6.8999999999999915,6.9624999999999915,7.249999999999991,0,0.94911963
31.192172503471376,41005,18,1849,1164,14.599999999999971,5.294444444444438,6.199999999999994,2,0.9490335225
31.47443809111913,40621,16,2524,1493,6.499999999999993,6.4749999999999925,6.8999999999999915,0,0.9484830575
31.88543568054835,41945,18,2331,1394,7.39999999999999,5.25555555555555,5.999999999999995,0,0.9481949199999999
32.34603200356165,42286,18,2352,1361,5.699999999999996,6.161111111111103,6.299999999999994,0,0.94794305
31.910027531782784,42348,19,2360,1314,6.8999999999999915,5.494736842105257,6.799999999999998,0,0.947758375
32.58115247488022,42614,18,2377,1421,7.499999999999989,6.033333333333326,7.249999999999991,0,0.9468556925
33.10385108391444,42960,17,2452,1382,5.999999999999996,6.905882352941169,7.099999999999992,0,0.94678872
33.02756069898605,43433,19,2428,1410,6.199999999999994,5.342105263157888,6.199999999999994,0,0.94663297
33.50457516908646,43837,19,3022,1830,4.999999999999998,5.263157894736836,6.299999999999994,0,0.9463381574999999
33.22063953876496,42858,17,2237,1220,16.099999999999973,7.041176470588226,7.099999999999992,2,0.9462140025
33.52497512499492,44231,19,2286,783,1.9000000000000006,5.078947368421048,5.699999999999996,0,0.9460573624999999
34.00211708943049,44543,19,2257,1248,5.999999999999995,6.152631578947362,6.299999999999994,0,0.9457948125
33.62484918832779,44619,20,2271,1306,8.899999999999986,5.664999999999994,6.849999999999994,0,0.9455266999999999
34.803728846708935,45249,18,2289,1320,7.9999999999999885,6.966666666666658,7.249999999999991,0,0.94446938
34.48218211730321,44995,19,2381,1355,7.59999999999999,6.115789473684203,7.399999999999991,0,0.94428515
34.781576979160306,45789,20,2356,1245,5.299999999999997,5.339999999999994,5.999999999999995,0,0.944257115
35.46550031900406,46356,20,2519,1440,7.599999999999991,5.379999999999994,6.499999999999993,0,0.94372979
35.71384375095367,46848,20,2305,1329,9.399999999999983,6.314999999999992,6.299999999999994,0,0.94348504
35.2727695941925,45456,18,2598,1789,0.0,6.6499999999999915,6.8999999999999915,0,0.943454335
35.34059545993805,46823,21,2204,1257,6.5999999999999925,5.7095238095238035,6.799999999999998,0,0.94322694
35.72042897939682,47073,20,2842,1699,7.599999999999989,5.204999999999996,5.999999999999995,0,0.9430789775
36.292785902818046,47462,20,2467,1334,7.19999999999999,6.169999999999993,7.29999999999999,0,0.94174153
36.90039612849554,48484,21,2695,1875,2.600000000000001,5.2095238095238035,5.799999999999995,0,0.9412157624999999
37.24893537759781,48356,19,3107,1958,4.5,6.836842105263151,7.099999999999992,0,0.941005055
37.61814037561417,49358,21,2510,1431,10.49999999999998,6.514285714285705,6.299999999999994,0,0.9407927899999999
37.26124430894852,48025,19,2569,1566,3.4000000000000017,6.478947368421045,6.699999999999992,0,0.9406239125
37.67083310683568,49149,21,2793,2164,0.0,5.123809523809518,6.299999999999994,0,0.9405785225
37.20604544480641,49291,22,2468,1423,6.999999999999991,5.768181818181811,6.849999999999994,0,0.9405762975
37.70080887873967,49740,21,2667,1501,2.2000000000000006,5.061904761904758,5.699999999999996,0,0.940340225
37.89505053361257,50080,22,1596,206,0.0,4.9727272727272664,5.549999999999996,0,0.9400707775
38.510692687829334,50866,22,1508,158,0.0,6.21818181818181,6.299999999999994,0,0.939786645
37.90691256125768,49653,21,2191,1253,7.799999999999988,6.2476190476190405,7.399999999999991,0,0.9397241225
38.69345484177271,51352,23,1272,1270,0.0,4.756521739130429,5.299999999999997,0,0.938968735
38.939380554358166,51505,23,2214,1250,7.29999999999999,5.834782608695646,6.8999999999999915,0,0.93846989
39.375477238496146,51064,20,2708,1676,3.5000000000000018,6.669999999999993,6.999999999999992,0,0.9383833375
39.060182535648345,51477,22,1824,212,0.0,5.963636363636357,7.29999999999999,0,0.938147265
39.264697468280794,50729,20,2704,1550,4.999999999999998,6.404999999999992,6.5999999999999925,0,0.938112555
39.68378955125809,51939,22,2790,925,3.700000000000002,5.059090909090904,6.099999999999994,0,0.93805248
39.538384048144025,52322,22,2582,1876,0.0,4.831818181818178,5.649999999999996,0,0.9379939625
40.34982240200043,53369,23,2503,1433,6.999999999999991,6.25217391304347,6.299999999999994,0,0.9372094275
40.640123069286346,53914,24,2562,1739,1.7000000000000004,4.629166666666662,4.899999999999999,0,0.936284495
40.56252511342367,53647,24,2142,1207,9.999999999999982,6.008333333333326,6.949999999999991,0,0.9361590049999999
